step,station_id,water_level,max_water_level,inflow,outflow,gate_opening,total_generated,total_revenue
41,0,1244272.3439615082,2500000,39109.0,25000.0,1.0,24150.0,2929.9700000000007
42,0,1258378.8554168204,2500000,39109.0,25000.0,1.0,24725.0,3006.2150000000006
43,0,1272485.3386591095,2500000,39109.0,25000.0,1.0,25300.0,3082.4600000000005
44,0,1278749.7936884323,2500000,31267.0,25000.0,1.0,25875.0,3158.0725000000007
45,0,1285014.236188845,2500000,31267.0,25000.0,1.0,26450.0,3233.685000000001
46,0,1291278.6661603728,2500000,31267.0,25000.0,1.0,27025.0,3309.297500000001
47,0,1297543.0836030405,2500000,31267.0,25000.0,1.0,27600.0,3384.910000000001
48,0,1300685.4885168734,2500000,28145.0,25000.0,1.0,28175.0,3475.5875000000015
49,0,1303827.8871458964,2500000,28145.0,25000.0,1.0,28750.0,3566.2650000000012
50,0,1306970.279490122,2500000,28145.0,25000.0,1.0,29325.0,3656.942500000001
51,0,1310112.6655495632,2500000,28145.0,25000.0,1.0,29900.0,3747.620000000001
52,0,1296648.0453242322,2500000,11538.0,25000.0,1.0,30475.0,3791.377500000001
53,0,1283183.4520281416,2500000,11538.0,25000.0,1.0,31050.0,3835.135000000001
54,0,1269718.8856612376,2500000,11538.0,25000.0,1.0,31625.0,3878.8925000000013
55,0,1256254.3462234663,2500000,11538.0,25000.0,1.0,32200.0,3922.6500000000015
56,0,1241314.8337147739,2500000,10063.0,25000.0,1.0,32775.0,3945.9950000000013
57,0,1226375.3510851066,2500000,10063.0,25000.0,1.0,33350.0,3969.340000000001
58,0,1211435.8983344045,2500000,10063.0,25000.0,1.0,33925.0,3992.685000000001
59,0,1196496.4754626078,2500000,10063.0,25000.0,1.0,34500.0,4016.0300000000007
60,0,1182899.0824696568,2500000,11405.0,25000.0,1.0,35075.0,4051.2775000000006
61,0,1169301.716671492,2500000,11405.0,25000.0,1.0,35650.0,4086.5250000000005
62,0,1155704.3780680588,2500000,11405.0,25000.0,1.0,36225.0,4121.772500000001
63,0,1142107.0666593027,2500000,11405.0,25000.0,1.0,36800.0,4157.020000000001
64,0,1123711.7824451695,2500000,6607.0,25000.0,1.0,37375.0,4187.955000000002
65,0,1105316.5350216047,2500000,6607.0,25000.0,1.0,37950.0,4218.890000000002
66,0,1086921.3243885348,2500000,6607.0,25000.0,1.0,38525.0,4249.825000000003
67,0,1068526.150545886,2500000,6607.0,25000.0,1.0,39100.0,4280.760000000003
68,0,1057837.013493585,2500000,14313.0,25000.0,1.0,39675.0,4324.747500000003
69,0,1047147.897819558,2500000,14313.0,25000.0,1.0,40250.0,4368.735000000003
70,0,1036458.8035237625,2500000,14313.0,25000.0,1.0,40825.0,4412.7225000000035
71,0,1025769.7306061555,2500000,14313.0,25000.0,1.0,41400.0,4456.710000000004
72,0,1017863.6790666943,2500000,17096.0,25000.0,1.0,41975.0,4540.027500000004
73,0,1009957.6433393363,2500000,17096.0,25000.0,1.0,42550.0,4623.345000000004
74,0,1002051.6234240497,2500000,17096.0,25000.0,1.0,43125.0,4706.662500000004
75,0,994145.6193208029,2500000,17096.0,25000.0,1.0,43700.0,4789.980000000004
76,0,992036.6310295643,2500000,22893.0,25000.0,1.0,44275.0,4907.1650000000045
77,0,989927.6469563023,2500000,22893.0,25000.0,1.0,44850.0,5024.350000000005
78,0,987818.6671010085,2500000,22893.0,25000.0,1.0,45425.0,5141.535000000005
79,0,985709.6914636743,2500000,22893.0,25000.0,1.0,46000.0,5258.720000000006
80,0,1003016.7200442915,2500000,42309.0,25000.0,1.0,46575.0,5507.810000000006
81,0,1020323.7140108515,2500000,42309.0,25000.0,1.0,47150.0,5756.900000000006
82,0,1037630.6733634234,2500000,42309.0,25000.0,1.0,47725.0,6005.990000000006
83,0,1054937.5981020767,2500000,42309.0,25000.0,1.0,48300.0,6255.080000000006
84,0,1050803.4882268806,2500000,20868.0,25000.0,1.0,48875.0,6412.285000000006
85,0,1046669.3866199042,2500000,20868.0,25000.0,1.0,49450.0,6569.490000000006
86,0,1042535.293281131,2500000,20868.0,25000.0,1.0,50025.0,6726.695000000006
87,0,1038401.2082105444,2500000,20868.0,25000.0,1.0,50600.0,6883.900000000006
88,0,1026893.1314081281,2500000,13494.0,25000.0,1.0,51175.0,7003.730000000006
89,0,1015385.0776218653,2500000,13494.0,25000.0,1.0,51750.0,7123.560000000006
90,0,1003877.0468517102,2500000,13494.0,25000.0,1.0,52325.0,7243.390000000006
91,0,992369.0390976166,2500000,13494.0,25000.0,1.0,52900.0,7363.220000000006
92,0,981606.0543595385,2500000,14239.0,25000.0,1.0,53475.0,7419.340000000006
93,0,970843.0911474298,2500000,14239.0,25000.0,1.0,54050.0,7475.4600000000055
94,0,960080.1494612475,2500000,14239.0,25000.0,1.0,54625.0,7531.580000000005
95,0,949317.2293009487,2500000,14239.0,25000.0,1.0,55200.0,7587.700000000005
96,0,943422.3306664901,2500000,19107.0,25000.0,1.0,55775.0,7647.557500000005
97,0,937527.4438218288,2500000,19107.0,25000.0,1.0,56350.0,7707.415000000005
98,0,931632.5687669412,2500000,19107.0,25000.0,1.0,56925.0,7767.2725000000055
99,0,925737.7055018037,2500000,19107.0,25000.0,1.0,57500.0,7827.130000000006
100,0,914373.8540263927,2500000,13638.0,25000.0,1.0,58075.0,7886.182500000005
101,0,903010.0252786847,2500000,13638.0,25000.0,1.0,58650.0,7945.235000000005
102,0,891646.2192586341,2500000,13638.0,25000.0,1.0,59225.0,8004.287500000005
103,0,880282.4359661957,2500000,13638.0,25000.0,1.0,59800.0,8063.340000000005
104,0,861581.6754013238,2500000,6301.0,25000.0,1.0,60375.0,8099.622500000005
105,0,842880.9522379731,2500000,6301.0,25000.0,1.0,60950.0,8135.905000000005
106,0,824180.2664760686,2500000,6301.0,25000.0,1.0,61525.0,8172.1875000000055
107,0,805479.6181155357,2500000,6301.0,25000.0,1.0,62100.0,8208.470000000005
108,0,785317.0071562995,2500000,4839.0,25000.0,1.0,62675.0,8260.967500000004
109,0,765154.4365222852,2500000,4839.0,25000.0,1.0,63250.0,8313.465000000004
110,0,744991.9062134122,2500000,4839.0,25000.0,1.0,63825.0,8365.962500000003
111,0,724829.4162295997,2500000,4839.0,25000.0,1.0,64400.0,8418.460000000003
112,0,701707.9665707673,2500000,1880.0,25000.0,1.0,64975.0,8462.102500000003
113,0,678586.5631548342,2500000,1880.0,25000.0,1.0,65550.0,8505.745000000003
114,0,655465.2059817079,2500000,1880.0,25000.0,1.0,66125.0,8549.387500000003
115,0,632343.895051296,2500000,1880.0,25000.0,1.0,66700.0,8593.030000000002
116,0,608367.6303635059,2500000,1025.0,25000.0,1.0,67275.0,8645.182500000003
117,0,584391.4136282452,2500000,1025.0,25000.0,1.0,67850.0,8697.335000000003
118,0,560415.244845418,2500000,1025.0,25000.0,1.0,68425.0,8749.487500000003
119,0,536439.1240149284,2500000,1025.0,25000.0,1.0,69000.0,8801.640000000003
120,0,517075.05113668035,2500000,5637.0,25000.0,1.0,69575.0,8866.902500000004
121,0,497711.0169865781,2500000,5637.0,25000.0,1.0,70150.0,8932.165000000005
122,0,478347.0215645442,2500000,5637.0,25000.0,1.0,70725.0,8997.427500000005
123,0,458983.06487050105,2500000,5637.0,25000.0,1.0,71300.0,9062.690000000006
124,0,459869.14690437133,2500000,25887.0,25000.0,1.0,71875.0,9212.247500000007
125,0,460755.22716607753,2500000,25887.0,25000.0,1.0,72450.0,9361.805000000008
126,0,461641.3056556232,2500000,25887.0,25000.0,1.0,73025.0,9511.362500000008
127,0,462527.3823730119,2500000,25887.0,25000.0,1.0,73600.0,9660.92000000001
128,0,472793.4573182472,2500000,35267.0,25000.0,1.0,74175.0,9724.05500000001
129,0,483059.5117313326,2500000,35267.0,25000.0,1.0,74750.0,9787.19000000001
130,0,493325.5456123091,2500000,35267.0,25000.0,1.0,75325.0,9850.32500000001
131,0,503591.55896121793,2500000,35267.0,25000.0,1.0,75900.0,9913.46000000001
132,0,517634.5517781,2500000,39044.0,25000.0,1.0,76475.0,9945.37250000001
133,0,531677.5165089965,2500000,39044.0,25000.0,1.0,77050.0,9977.28500000001
134,0,545720.4531539635,2500000,39044.0,25000.0,1.0,77625.0,10009.197500000011
135,0,559763.3617130573,2500000,39044.0,25000.0,1.0,78200.0,10041.110000000011
136,0,588091.2421863339,2500000,53329.0,25000.0,1.0,78775.0,10145.07000000001
137,0,616419.0660038495,2500000,53329.0,25000.0,1.0,79350.0,10249.03000000001
138,0,644746.8331657175,2500000,53329.0,25000.0,1.0,79925.0,10352.990000000009
139,0,673074.5436720513,2500000,53329.0,25000.0,1.0,80500.0,10456.950000000008
140,0,672659.197522964,2500000,24586.0,25000.0,1.0,81075.0,10516.405000000008
141,0,672243.8522045689,2500000,24586.0,25000.0,1.0,81650.0,10575.860000000008
142,0,671828.5077168646,2500000,24586.0,25000.0,1.0,82225.0,10635.315000000008
143,0,671413.1640598492,2500000,24586.0,25000.0,1.0,82800.0,10694.770000000008
144,0,674337.8212335211,2500000,27926.0,25000.0,1.0,83375.0,10784.757500000007
145,0,677262.4725578787,2500000,27926.0,25000.0,1.0,83950.0,10874.745000000006
146,0,680187.1180329337,2500000,27926.0,25000.0,1.0,84525.0,10964.732500000006
147,0,683111.7576586977,2500000,27926.0,25000.0,1.0,85100.0,11054.720000000005
148,0,669391.3914351824,2500000,11281.0,25000.0,1.0,85675.0,11097.500000000005
149,0,655671.0526523996,2500000,11281.0,25000.0,1.0,86250.0,11140.280000000006
150,0,641950.7413102944,2500000,11281.0,25000.0,1.0,86825.0,11183.060000000007
151,0,628230.4574088118,2500000,11281.0,25000.0,1.0,87400.0,11225.840000000007
152,0,615047.200947897,2500000,11818.0,25000.0,1.0,87975.0,11253.267500000007
153,0,601863.9708534952,2500000,11818.0,25000.0,1.0,88550.0,11280.695000000007
154,0,588680.7671255535,2500000,11818.0,25000.0,1.0,89125.0,11308.122500000007
155,0,575497.5897640192,2500000,11818.0,25000.0,1.0,89700.0,11335.550000000007
156,0,564419.4387688397,2500000,13923.0,25000.0,1.0,90275.0,11378.560000000007
157,0,553341.3099299622,2500000,13923.0,25000.0,1.0,90850.0,11421.570000000007
158,0,542263.2032473424,2500000,13923.0,25000.0,1.0,91425.0,11464.580000000007
159,0,531185.1187209359,2500000,13923.0,25000.0,1.0,92000.0,11507.590000000007
160,0,516664.05635069846,2500000,10480.0,25000.0,1.0,92575.0,11556.637500000008
161,0,502143.0230225858,2500000,10480.0,25000.0,1.0,93150.0,11605.685000000009
162,0,487622.01873653976,2500000,10480.0,25000.0,1.0,93725.0,11654.73250000001
163,0,473101.0434925023,2500000,10480.0,25000.0,1.0,94300.0,11703.78000000001
164,0,461939.0972904153,2500000,13839.0,25000.0,1.0,94875.0,11746.330000000009
165,0,450777.1734122208,2500000,13839.0,25000.0,1.0,95450.0,11788.880000000008
166,0,439615.271857874,2500000,13839.0,25000.0,1.0,96025.0,11831.430000000008
167,0,428453.3926273303,2500000,13839.0,25000.0,1.0,96600.0,11873.980000000007
168,0,424929.5357205451,2500000,21477.0,25000.0,1.0,97175.0,11978.630000000006
169,0,421405.68586147367,2500000,21477.0,25000.0,1.0,97750.0,12083.280000000006
170,0,417881.84305010195,2500000,21477.0,25000.0,1.0,98325.0,12187.930000000006
171,0,414358.00728641584,2500000,21477.0,25000.0,1.0,98900.0,12292.580000000005
172,0,422080.1785704013,2500000,32723.0,25000.0,1.0,99475.0,12460.077500000005
173,0,429802.33441004413,2500000,32723.0,25000.0,1.0,100050.0,12627.575000000004
174,0,437524.4748053753,2500000,32723.0,25000.0,1.0,100625.0,12795.072500000004
175,0,445246.5997564257,2500000,32723.0,25000.0,1.0,101200.0,12962.570000000003
176,0,439763.70926322625,2500000,19518.0,25000.0,1.0,101775.0,13077.512500000003
177,0,434280.8297358077,2500000,19518.0,25000.0,1.0,102350.0,13192.455000000002
178,0,428797.96117414825,2500000,19518.0,25000.0,1.0,102925.0,13307.397500000001
179,0,423315.10357822594,2500000,19518.0,25000.0,1.0,103500.0,13422.34
180,0,416451.2569480188,2500000,18137.0,25000.0,1.0,104075.0,13558.960000000001
181,0,409587.42404550494,2500000,18137.0,25000.0,1.0,104650.0,13695.580000000002
182,0,402723.60487065685,2500000,18137.0,25000.0,1.0,105225.0,13832.200000000003
183,0,395859.7994234471,2500000,18137.0,25000.0,1.0,105800.0,13968.820000000003
184,0,382601.0077038483,2500000,11742.0,25000.0,1.0,106375.0,14073.067500000003
185,0,369342.2425018329,2500000,11742.0,25000.0,1.0,106950.0,14177.315000000002
186,0,356083.5038173479,2500000,11742.0,25000.0,1.0,107525.0,14281.562500000002
187,0,342824.7916503403,2500000,11742.0,25000.0,1.0,108100.0,14385.810000000001
188,0,345786.106000757,2500000,27962.0,25000.0,1.0,108675.0,14495.980000000001
189,0,348747.41442854505,2500000,27962.0,25000.0,1.0,109250.0,14606.150000000001
190,0,351708.7169337162,2500000,27962.0,25000.0,1.0,109825.0,14716.320000000002
191,0,354670.0135162824,2500000,27962.0,25000.0,1.0,110400.0,14826.490000000002
192,0,353686.30417625536,2500000,24017.0,25000.0,1.0,110975.0,14901.757500000002
193,0,352702.596803647,2500000,24017.0,25000.0,1.0,111550.0,14977.025000000001
194,0,351718.8913984534,2500000,24017.0,25000.0,1.0,112125.0,15052.292500000001
195,0,350735.1879606706,2500000,24017.0,25000.0,1.0,112700.0,15127.560000000001
196,0,333155.48649029474,2500000,7421.0,25000.0,1.0,113275.0,15159.702500000001
197,0,315575.8201793218,2500000,7421.0,25000.0,1.0,113850.0,15191.845000000001
198,0,297996.1890276815,2500000,7421.0,25000.0,1.0,114425.0,15223.987500000001
199,0,280416.59303530346,2500000,7421.0,25000.0,1.0,115000.0,15256.130000000001
200,0,264979.03220211744,2500000,9563.0,25000.0,1.0,115575.0,15311.157500000001
201,0,249541.50224405306,2500000,9563.0,25000.0,1.0,116150.0,15366.185000000001
202,0,234104.00316104857,2500000,9563.0,25000.0,1.0,116725.0,15421.212500000001
203,0,218666.53495304225,2500000,9563.0,25000.0,1.0,117300.0,15476.240000000002
204,0,197664.09761997237,2500000,3998.0,25000.0,1.0,117875.0,15519.652500000002
205,0,176661.70229177712,2500000,3998.0,25000.0,1.0,118450.0,15563.065000000002
206,0,155659.34896837256,2500000,3998.0,25000.0,1.0,119025.0,15606.477500000003
207,0,134657.03764967463,2500000,3998.0,25000.0,1.0,119600.0,15649.890000000003
208,0,111493.76833559934,2500000,1837.0,25000.0,1.0,120175.0,15692.555000000004
209,0,88330.54534806267,2500000,1837.0,25000.0,1.0,120750.0,15735.220000000005
210,0,65167.36868697198,2500000,1837.0,25000.0,1.0,121325.0,15777.885000000006
211,0,42004.23835223461,2500000,1837.0,25000.0,1.0,121900.0,15820.550000000007
212,0,18279.154343757913,2500000,1275.0,25000.0,1.0,122475.0,15885.410000000007
213,0,1274.963441691314,2500000,1275.0,18279.154343757913,1.0,122895.42054990643,15932.833438029453
214,0,1274.9974500731166,2500000,1275.0,1274.963441691314,1.0,122924.74470906533,15936.141203182577
215,0,1274.9974500050998,2500000,1275.0,1274.9974500731166,1.0,122954.069650417,15939.449056567046
216,0,8344.997450005101,2500000,8345.0,1274.9974500050998,1.0,122983.39459176712,15944.378579208
217,0,8344.9833100051,2500000,8345.0,8344.997450005101,1.0,123175.32953311724,15976.642842848954
218,0,8344.98331003338,2500000,8345.0,8344.9833100051,1.0,123367.26414924736,16008.907051820426
219,0,8344.98331003338,2500000,8345.0,8344.98331003338,1.0,123559.19876537813,16041.171260792009
220,0,21812.983310033378,2500000,21813.0,8344.98331003338,1.0,123751.13338150889,16083.243328647874
221,0,21812.95637403338,2500000,21813.0,21812.983310033378,1.0,124252.83199763966,16193.215665303738
222,0,21812.956374087255,2500000,21813.0,21812.95637403338,1.0,124754.52999424243,16303.187866159065
223,0,21812.956374087255,2500000,21813.0,21812.956374087255,1.0,125256.22799084644,16413.160067014665
224,0,27961.956374087255,2500000,27962.0,21812.956374087255,1.0,125757.92598745045,16456.857962518876
225,0,30923.900450174508,2500000,27962.0,25000.0,1.0,126332.92598745045,16506.940462518876
226,0,33885.83860237361,2500000,27962.0,25000.0,1.0,126907.92598745045,16557.022962518877
227,0,36847.770830696405,2500000,27962.0,25000.0,1.0,127482.92598745045,16607.105462518877
228,0,60824.69713515475,2500000,48977.0,25000.0,1.0,128057.92598745045,16647.125462518878
229,0,84801.57548576048,2500000,48977.0,25000.0,1.0,128632.92598745045,16687.145462518878
230,0,108778.40588260951,2500000,48977.0,25000.0,1.0,129207.92598745045,16727.16546251888
231,0,132755.18832579776,2500000,48977.0,25000.0,1.0,129782.92598745045,16767.18546251888
232,0,155651.92281542113,2500000,47897.0,25000.0,1.0,130357.92598745045,16860.56546251888
233,0,178548.61151157552,2500000,47897.0,25000.0,1.0,130932.92598745045,16953.94546251888
234,0,201445.2544143525,2500000,47897.0,25000.0,1.0,131507.92598745046,17047.325462518882
235,0,224341.85152384368,2500000,47897.0,25000.0,1.0,132082.92598745046,17140.705462518883
236,0,243358.40284014065,2500000,44017.0,25000.0,1.0,132657.92598745046,17247.137962518882
237,0,262374.916123335,2500000,44017.0,25000.0,1.0,133232.92598745046,17353.57046251888
238,0,281391.3913735028,2500000,44017.0,25000.0,1.0,133807.92598745046,17460.00296251888
239,0,300407.8285907201,2500000,44017.0,25000.0,1.0,134382.92598745046,17566.43546251888
240,0,298768.2277750629,2500000,23361.0,25000.0,1.0,134957.92598745046,17641.70296251888
241,0,297128.63023860735,2500000,23361.0,25000.0,1.0,135532.92598745046,17716.970462518882
242,0,295489.0359813469,2500000,23361.0,25000.0,1.0,136107.92598745046,17792.237962518884
243,0,293849.44500327494,2500000,23361.0,25000.0,1.0,136682.92598745046,17867.505462518886
244,0,289938.85730438493,2500000,21090.0,25000.0,1.0,137257.92598745046,17947.545462518887
245,0,286028.27742667036,2500000,21090.0,25000.0,1.0,137832.92598745046,18027.585462518888
246,0,282117.7053701155,2500000,21090.0,25000.0,1.0,138407.92598745046,18107.62546251889
247,0,278207.1411347048,2500000,21090.0,25000.0,1.0,138982.92598745046,18187.66546251889
248,0,266006.5847204226,2500000,12800.0,25000.0,1.0,139557.92598745046,18217.39296251889
249,0,253806.05270725314,2500000,12800.0,25000.0,1.0,140132.92598745046,18247.12046251889
250,0,241605.54509514774,2500000,12800.0,25000.0,1.0,140707.92598745046,18276.847962518892
251,0,229405.06188405756,2500000,12800.0,25000.0,1.0,141282.92598745046,18306.575462518893
252,0,213706.6030739338,2500000,9302.0,25000.0,1.0,141857.92598745046,18335.325462518893
253,0,198008.17566072766,2500000,9302.0,25000.0,1.0,142432.92598745046,18364.075462518893
254,0,182309.77964437637,2500000,9302.0,25000.0,1.0,143007.92598745046,18392.825462518893
255,0,166611.41502481708,2500000,9302.0,25000.0,1.0,143582.92598745046,18421.575462518893
256,0,152255.08180198705,2500000,10644.0,25000.0,1.0,144157.92598745046,18471.37046251889
257,0,137898.77729182344,2500000,10644.0,25000.0,1.0,144732.92598745046,18521.16546251889
258,0,123542.50149426886,2500000,10644.0,25000.0,1.0,145307.92598745046,18570.960462518888
259,0,109186.25440926588,2500000,10644.0,25000.0,1.0,145882.92598745046,18620.755462518886
260,0,101955.03603675707,2500000,17769.0,25000.0,1.0,146457.92598745046,18675.380462518886
261,0,94723.832126685,2500000,17769.0,25000.0,1.0,147032.92598745046,18730.005462518886
262,0,87492.64267902075,2500000,17769.0,25000.0,1.0,147607.92598745046,18784.630462518886
263,0,80261.4676937354,2500000,17769.0,25000.0,1.0,148182.92598745046,18839.255462518886
264,0,76980.3071708,2500000,21719.0,25000.0,1.0,148757.92598745046,18945.112962518884
265,0,73699.15321018567,2500000,21719.0,25000.0,1.0,149332.92598745046,19050.970462518882
266,0,70418.00581187925,2500000,21719.0,25000.0,1.0,149907.92598745046,19156.82796251888
267,0,67136.86497586763,2500000,21719.0,25000.0,1.0,150482.92598745046,19262.68546251888
268,0,86401.73070213769,2500000,44265.0,25000.0,1.0,151057.92598745046,19489.23546251888
269,0,105666.55789867628,2500000,44265.0,25000.0,1.0,151632.92598745046,19715.785462518877
270,0,124931.3465655605,2500000,44265.0,25000.0,1.0,152207.92598745046,19942.335462518877
271,0,144196.09670286736,2500000,44265.0,25000.0,1.0,152782.92598745046,20168.885462518876
272,0,152958.80831067398,2500000,33763.0,25000.0,1.0,153357.92598745046,20367.662962518876
273,0,161721.50239305737,2500000,33763.0,25000.0,1.0,153932.92598745046,20566.440462518876
274,0,170484.1789500526,2500000,33763.0,25000.0,1.0,154507.92598745046,20765.217962518876
275,0,179246.8379816947,2500000,33763.0,25000.0,1.0,155082.92598745046,20963.995462518877
276,0,172796.47948801875,2500000,18550.0,25000.0,1.0,155657.92598745046,21103.777962518878
277,0,166346.1338950598,2500000,18550.0,25000.0,1.0,156232.92598745046,21243.56046251888
278,0,159895.801202792,2500000,18550.0,25000.0,1.0,156807.92598745046,21383.34296251888
279,0,153445.4814111896,2500000,18550.0,25000.0,1.0,157382.92598745046,21523.12546251888
280,0,142914.17452022678,2500000,14469.0,25000.0,1.0,157957.92598745046,21651.580462518883
281,0,132382.88869187774,2500000,14469.0,25000.0,1.0,158532.92598745046,21780.035462518885
282,0,121851.62392610036,2500000,14469.0,25000.0,1.0,159107.92598745046,21908.490462518886
283,0,111320.38022285252,2500000,14469.0,25000.0,1.0,159682.92598745046,22036.94546251889
284,0,116941.15758209207,2500000,30621.0,25000.0,1.0,160257.92598745046,22157.63796251889
285,0,122561.92369977692,2500000,30621.0,25000.0,1.0,160832.92598745046,22278.33046251889
286,0,128182.67857592953,2500000,30621.0,25000.0,1.0,161407.92598745046,22399.02296251889
287,0,133803.42221057237,2500000,30621.0,25000.0,1.0,161982.92598745046,22519.715462518892
288,0,130722.15460372796,2500000,21919.0,25000.0,1.0,162557.92598745046,22588.37046251889
289,0,127640.89315941876,2500000,21919.0,25000.0,1.0,163132.92598745046,22657.02546251889
290,0,124559.63787763244,2500000,21919.0,25000.0,1.0,163707.92598745046,22725.68046251889
291,0,121478.3887583567,2500000,21919.0,25000.0,1.0,164282.92598745046,22794.335462518888
292,0,114939.14580157919,2500000,18461.0,25000.0,1.0,164857.92598745046,22874.260462518887
293,0,108399.9159232876,2500000,18461.0,25000.0,1.0,165432.92598745046,22954.185462518886
294,0,101860.69912345575,2500000,18461.0,25000.0,1.0,166007.92598745046,23034.110462518885
295,0,95321.49540205751,2500000,18461.0,25000.0,1.0,166582.92598745046,23114.035462518885
296,0,73374.30475906671,2500000,3053.0,25000.0,1.0,167157.92598745046,23131.630462518886
297,0,51427.1580104572,2500000,3053.0,25000.0,1.0,167732.92598745046,23149.225462518887
298,0,29480.05515614118,2500000,3053.0,25000.0,1.0,168307.92598745046,23166.82046251889
299,0,7532.996196030872,2500000,3053.0,25000.0,1.0,168882.92598745046,23184.41546251889
300,0,5331.984934007609,2500000,5332.0,7532.996196030872,1.0,169056.18489995916,23201.845309117267
301,0,5331.989336030132,2500000,5332.0,5331.984934007609,1.0,169178.82055344133,23214.182455857575
302,0,5331.989336021328,2500000,5332.0,5331.989336030132,1.0,169301.45630817002,23226.519612783282
303,0,5331.989336021328,2500000,5332.0,5331.989336021328,1.0,169424.0920628985,23238.856769708967
304,0,2259.989336021328,2500000,2260.0,5331.989336021328,1.0,169546.727817627,23250.05341411568
305,0,2259.995480021328,2500000,2260.0,2259.989336021328,1.0,169598.7075723555,23254.79916572239
306,0,2259.99548000904,2500000,2260.0,2259.995480021328,1.0,169650.68746839598,23259.544930230888
307,0,2259.99548000904,2500000,2260.0,2259.99548000904,1.0,169702.66736443617,23264.29069473936
308,0,1022.9954800090402,2500000,1023.0,2259.99548000904,1.0,169754.64726047637,23268.994875331
309,0,1022.9979540090401,2500000,1023.0,1022.9954800090402,1.0,169778.17615651657,23271.124240422636
310,0,1022.997954004092,2500000,1023.0,1022.9979540090401,1.0,169801.70510945877,23273.253610663905
311,0,1022.9979540040921,2500000,1023.0,1022.997954004092,1.0,169825.23406240085,23275.382980905164
312,0,6786.997954004092,2500000,6787.0,1022.9979540040921,1.0,169848.76301534293,23278.59938877235
